id,edad_avl,edad_btree,nombre_completo,ciudad,profesion,telefono,email,salario,fecha_nacimiento,codigo_postal,puntuacion,estado_civil,nivel_educacion
5XAWB,66,65,Laura Morales,Valladolid,Electricista,617459503,laura.morales@outlook.com,38905,1994-10-08,39340,2.47,Soltero,Posgrado
3JHUC,60,62,Ángeles Alonso,Sabadell,Plomero,698226174,ángeles.alonso@outlook.com,54731,1953-01-16,34579,1.21,Divorciado,Secundaria
XW1Y2,24,22,Josefa Romero,Córdoba,Vendedor,660605659,josefa.romero@outlook.com,32656,1973-05-14,54787,6.85,Viudo,Primaria
SV3U5,50,52,Ángel Ramírez,Palma,Músico,618960310,ángel.ramírez@outlook.com,35370,2002-03-14,72147,7.66,Soltero,Posgrado
ALD68,61,62,María Blanco,Hospitalet,Electricista,693628393,maría.blanco@empresa.com,45679,1957-05-18,46221,8.57,Viudo,Primaria
KF8C6,43,45,Pilar Gutiérrez,Terrassa,Profesor,686205753,pilar.gutiérrez@empresa.com,46397,2000-02-19,89763,2.19,Viudo,Primaria
8PKQB,28,28,Jorge Martínez,Sevilla,Médico,678608330,jorge.martínez@yahoo.es,41339,1988-06-12,86181,4.85,Casado,Secundaria
SQ6MP,73,73,Jesús Moreno,Valladolid,Enfermero,638445941,jesús.moreno@gmail.com,52816,1993-11-03,67965,1.22,Soltero,Secundaria
37YEQ,24,24,Vicente Alonso,Granada,Mecánico,691578541,vicente.alonso@outlook.com,36358,1987-03-30,11129,3.83,Divorciado,Primaria
4U4G5,40,41,Mercedes Sánchez,Málaga,Profesor,611767963,mercedes.sánchez@hotmail.com,57751,1962-03-06,55048,3.65,Casado,Universidad
9UBZG,28,28,Francisco Ramírez,Palma,Conductor,631123735,francisco.ramírez@empresa.com,47792,1998-12-02,80555,8.88,Soltero,Universidad
ZX7PN,49,50,Concepción Romero,Terrassa,Vendedor,682717357,concepción.romero@outlook.com,45481,1968-04-11,84907,1.51,Soltero,Primaria
NKSZ9,79,79,Antonia García,Vigo,Arquitecto,682560126,antonia.garcía@empresa.com,50972,2000-08-21,37423,7.55,Viudo,Primaria
281VT,27,27,Fernando Domínguez,Valencia,Farmacéutico,658951144,fernando.domínguez@gmail.com,48596,1982-02-23,35145,7.34,Casado,Secundaria
1OGCX,46,48,Ramón Pérez,Córdoba,Chef,614147977,ramón.pérez@outlook.com,46392,1969-02-04,41795,3.82,Viudo,Primaria
F60CJ,46,46,Rafael Álvarez,Sevilla,Contador,680291787,rafael.álvarez@yahoo.es,51330,1961-01-25,97568,2.62,Divorciado,Universidad
84H6N,48,49,Dolores Domínguez,Granada,Electricista,692424160,dolores.domínguez@outlook.com,46975,1965-06-01,57553,4.48,Viudo,Secundaria
3SVYW,54,54,Jorge González,Valladolid,Abogado,648704280,jorge.gonzález@outlook.com,45408,1969-08-01,76356,3.97,Casado,Secundaria
HZD9S,70,71,Dolores Gil,Alicante,Artista,613068409,dolores.gil@hotmail.com,52545,1951-07-30,77107,8.45,Soltero,Posgrado
BU0RZ,50,51,Josefa Martín,Sabadell,Electricista,638890717,josefa.martín@empresa.com,41400,2000-10-14,97127,4.99,Soltero,Universidad
2ZV10,70,72,María Serrano,Terrassa,Contador,697470476,maría.serrano@yahoo.es,36543,1973-07-20,59216,6.47,Divorciado,Secundaria
LKT2D,35,36,Pedro Pérez,Alicante,Psicólogo,671909493,pedro.pérez@gmail.com,56952,1956-05-14,46976,9.43,Casado,Primaria
LB8K0,19,17,Carlos González,Jerez,Abogado,641005807,carlos.gonzález@outlook.com,20787,1977-04-09,36745,5.89,Casado,Posgrado
7HHXL,25,27,Luis Pérez,Barcelona,Músico,654524790,luis.pérez@hotmail.com,35365,1954-07-06,78404,7.69,Casado,Secundaria
10YY9,36,38,Daniel Serrano,Valencia,Periodista,623502324,daniel.serrano@hotmail.com,50154,1987-02-10,90054,7.46,Divorciado,Secundaria
CQYMQ,53,53,Ramón Muñoz,Vigo,Programador,668232959,ramón.muñoz@yahoo.es,37355,1967-05-12,93181,9.65,Viudo,Universidad
VFYPG,24,23,Dolores Muñoz,Granada,Veterinario,689709929,dolores.muñoz@empresa.com,34910,1996-02-23,26684,4.43,Viudo,Secundaria
U0SHM,55,53,Lucía Pérez,Elche,Artista,627297776,lucía.pérez@yahoo.es,39612,1975-05-28,23517,8.74,Soltero,Primaria
QWG3X,47,47,Pedro Molina,Jerez,Secretario,613230805,pedro.molina@yahoo.es,59071,1969-10-15,18577,6.36,Casado,Secundaria
LTVQY,42,43,Miguel Díaz,Murcia,Deportista,639641464,miguel.díaz@yahoo.es,59362,2001-07-03,76616,9.1,Viudo,Posgrado
EN2A4,78,80,Laura Ruiz,Vigo,Plomero,647753817,laura.ruiz@gmail.com,37434,1992-04-20,86259,9.81,Soltero,Primaria
6Q8AB,56,55,Carlos Fernández,Oviedo,Periodista,615372110,carlos.fernández@hotmail.com,53146,2000-09-28,77025,8.95,Soltero,Secundaria
SHEP4,51,52,Josefa Torres,Zaragoza,Artista,631960558,josefa.torres@outlook.com,41313,2004-07-15,22964,1.68,Casado,Posgrado
AMXB0,76,76,Luis Sánchez,Elche,Abogado,614328973,luis.sánchez@outlook.com,53698,1955-07-05,42179,8.22,Casado,Posgrado
B1O3M,57,57,Francisca Alonso,Vigo,Deportista,671096429,francisca.alonso@hotmail.com,38341,1959-09-16,99856,6.84,Viudo,Posgrado
DCRI4,66,66,Concepción Alonso,Coruña,Psicólogo,625298526,concepción.alonso@hotmail.com,54986,1997-01-12,40417,6.04,Soltero,Posgrado
LWREO,36,34,Rafael Alonso,Granada,Farmacéutico,685909084,rafael.alonso@hotmail.com,51299,1978-12-23,69775,9.63,Soltero,Universidad
AP7ID,20,19,Fernando Sánchez,Gijón,Mecánico,618440439,fernando.sánchez@yahoo.es,39294,1975-07-31,51715,2.1,Divorciado,Universidad
DDHDO,64,62,Ana Blanco,Valencia,Enfermero,665095139,ana.blanco@hotmail.com,47693,1957-05-03,48295,5.74,Divorciado,Posgrado
IDWUG,76,75,Isabel Blanco,Zaragoza,Enfermero,696302714,isabel.blanco@empresa.com,52499,1950-07-08,83811,8.47,Soltero,Secundaria
VPKKA,31,30,Laura Fernández,Valladolid,Electricista,667756492,laura.fernández@yahoo.es,44966,1973-03-27,41082,1.32,Divorciado,Secundaria
JWX14,48,48,Francisca Navarro,Bilbao,Chef,622744028,francisca.navarro@yahoo.es,51285,1983-08-02,65781,8.97,Viudo,Posgrado
ZUP5X,79,81,Antonia Martín,Málaga,Diseñador,651804104,antonia.martín@empresa.com,44054,1982-05-12,79453,2.51,Divorciado,Posgrado
EC2FS,31,31,Francisca López,Madrid,Médico,647994584,francisca.lópez@outlook.com,44535,1988-04-13,83460,8.64,Viudo,Primaria
GH0G7,58,58,Luis Ramos,Murcia,Farmacéutico,666331480,luis.ramos@yahoo.es,43321,1958-07-19,40732,7.85,Soltero,Posgrado
N5LLF,37,37,Josefa Romero,Alicante,Arquitecto,674862664,josefa.romero@outlook.com,47852,2004-03-12,60840,8.66,Divorciado,Posgrado
SRH74,61,63,Daniel Serrano,Málaga,Psicólogo,614425719,daniel.serrano@outlook.com,47715,1963-09-10,35329,3.92,Viudo,Primaria
VTJSJ,46,47,Francisca Alonso,Barcelona,Periodista,626452626,francisca.alonso@yahoo.es,54912,1964-12-09,59939,4.31,Divorciado,Secundaria
8P85O,62,62,Miguel García,Elche,Plomero,642199238,miguel.garcía@hotmail.com,53574,2003-11-25,16968,3.11,Divorciado,Posgrado
AGAKU,68,67,Luis Romero,Valencia,Periodista,642148413,luis.romero@yahoo.es,54265,1988-05-28,40187,6.86,Soltero,Primaria
HRFO9,63,63,Elena Álvarez,Jerez,Dentista,665741460,elena.álvarez@gmail.com,35414,1957-10-20,22846,4.3,Viudo,Secundaria
RILSB,63,62,Francisco Martín,Sevilla,Diseñador,636752200,francisco.martín@gmail.com,44524,1951-04-10,88650,1.16,Soltero,Secundaria
RYUIH,63,65,Teresa Hernández,Alicante,Psicólogo,677740839,teresa.hernández@empresa.com,46234,1971-07-20,74198,2.12,Soltero,Primaria
LJ0P4,62,62,Francisca Alonso,Elche,Arquitecto,680634997,francisca.alonso@empresa.com,43217,1976-08-31,61848,3.11,Divorciado,Primaria
068B8,25,27,Miguel Gómez,Hospitalet,Abogado,667926706,miguel.gómez@hotmail.com,39784,1997-01-22,43971,5.45,Soltero,Posgrado
B0KVB,56,58,Esperanza Navarro,Oviedo,Médico,672148698,esperanza.navarro@empresa.com,46916,1964-12-03,15639,5.38,Casado,Universidad
WWPSA,54,52,Ángeles Serrano,Murcia,Dentista,629487514,ángeles.serrano@yahoo.es,52272,1999-12-14,99055,3.15,Soltero,Primaria
XIIBX,18,19,Francisco Muñoz,Hospitalet,Electricista,634879069,francisco.muñoz@empresa.com,25031,1987-02-15,43628,3.16,Viudo,Primaria
O1LMS,44,46,Francisca Navarro,Madrid,Mecánico,611763981,francisca.navarro@empresa.com,49631,1956-03-03,71016,6.79,Divorciado,Universidad
TKCAK,68,66,Teresa López,Oviedo,Mecánico,629992790,teresa.lópez@empresa.com,51714,2003-01-05,97569,6.35,Casado,Secundaria
2JQCY,38,37,Lucía Vázquez,Sabadell,Mecánico,691107540,lucía.vázquez@empresa.com,52898,1992-10-17,28670,2.14,Divorciado,Primaria
7F9DK,44,43,Elena Hernández,Vigo,Psicólogo,629529536,elena.hernández@outlook.com,43034,1973-02-25,52888,9.66,Divorciado,Secundaria
SI2CO,26,27,Ángeles Rodríguez,Sevilla,Periodista,614689282,ángeles.rodríguez@hotmail.com,47133,1955-03-04,55702,6.63,Viudo,Secundaria
V3SXQ,65,65,Teresa López,Cartagena,Programador,673918724,teresa.lópez@gmail.com,54074,1974-11-20,50389,9.49,Soltero,Universidad
H4F9U,60,59,Concepción Molina,Terrassa,Médico,616892065,concepción.molina@yahoo.es,35687,1969-02-24,35980,1.63,Divorciado,Posgrado
Z2A7G,62,64,Carmen Gutiérrez,Valencia,Artista,684181016,carmen.gutiérrez@hotmail.com,50361,1963-10-26,47682,9.71,Divorciado,Secundaria
1XQQ1,47,48,Mercedes Torres,Terrassa,Enfermero,654654779,mercedes.torres@outlook.com,53344,1984-01-26,18193,8.12,Divorciado,Secundaria
LMB08,70,72,José González,Terrassa,Vendedor,684046039,josé.gonzález@outlook.com,36677,1959-09-09,13460,6.97,Soltero,Primaria
YA3TU,34,34,Jesús González,Madrid,Abogado,629700772,jesús.gonzález@hotmail.com,42543,1956-02-01,28175,9.85,Viudo,Posgrado
5DXTS,41,40,José Álvarez,Valencia,Enfermero,632810681,josé.álvarez@outlook.com,53465,1982-07-15,63523,7.0,Soltero,Universidad
38SMV,53,54,Manuel García,Valladolid,Programador,676369267,manuel.garcía@yahoo.es,41652,1981-01-01,13753,7.7,Soltero,Primaria
T6TZ4,59,61,Rosa Serrano,Valladolid,Electricista,633901593,rosa.serrano@outlook.com,49726,1957-09-26,66279,6.08,Divorciado,Secundaria
9GS86,25,26,Jorge Hernández,Vitoria,Chef,694554707,jorge.hernández@outlook.com,34665,1980-12-04,60823,1.19,Casado,Universidad
VDFT2,36,34,Elena Domínguez,Zaragoza,Profesor,627443287,elena.domínguez@outlook.com,48584,2005-03-27,78443,8.46,Viudo,Secundaria
VBFHH,23,21,Esperanza Rodríguez,Valladolid,Dentista,634435376,esperanza.rodríguez@yahoo.es,27123,1952-04-19,73213,6.12,Viudo,Universidad
LTH5Z,61,61,Vicente Álvarez,Sabadell,Ingeniero,655534189,vicente.álvarez@hotmail.com,48219,1981-08-21,23694,8.89,Casado,Universidad
M9CIM,65,66,Pedro Romero,Granada,Profesor,657744483,pedro.romero@empresa.com,45040,2005-02-04,96420,5.01,Divorciado,Posgrado
8WQU5,28,29,Carlos Blanco,Valencia,Arquitecto,626037539,carlos.blanco@hotmail.com,30776,2005-10-30,37773,4.21,Divorciado,Secundaria
9BNGH,49,47,Concepción Hernández,Sevilla,Secretario,682260308,concepción.hernández@hotmail.com,59827,1990-07-08,81718,4.34,Soltero,Secundaria
9B2I0,29,29,Dolores Morales,Málaga,Músico,626215294,dolores.morales@empresa.com,38533,2005-03-05,15632,3.17,Casado,Secundaria
97XVV,65,63,Carlos Ramos,Sabadell,Abogado,692665831,carlos.ramos@yahoo.es,48747,1982-01-02,52861,2.33,Casado,Primaria
8NQ06,53,52,Carmen Muñoz,Granada,Farmacéutico,695472938,carmen.muñoz@outlook.com,46526,1984-06-17,73748,4.16,Viudo,Posgrado
PNEEL,24,25,Laura Navarro,Cartagena,Mecánico,658801776,laura.navarro@outlook.com,32243,1956-10-28,48804,5.32,Soltero,Universidad
KKAUH,47,46,Josefa Martínez,Vigo,Mecánico,632857977,josefa.martínez@empresa.com,47036,1977-05-15,68943,7.07,Casado,Posgrado
PW4WQ,55,57,Rafael Alonso,Valencia,Psicólogo,677492614,rafael.alonso@hotmail.com,54826,1988-11-23,56939,4.06,Viudo,Universidad
50TLZ,76,78,Vicente Hernández,Terrassa,Psicólogo,655844094,vicente.hernández@hotmail.com,35789,1993-03-01,63815,9.43,Soltero,Universidad
QKXQ2,47,45,Ana Díaz,Sevilla,Dentista,617491425,ana.díaz@yahoo.es,57513,1999-01-28,19535,5.01,Divorciado,Primaria
U4W89,38,36,Rosa Jiménez,Vitoria,Farmacéutico,667782127,rosa.jiménez@yahoo.es,47415,1991-10-19,17485,2.82,Viudo,Posgrado
0854P,19,21,Rosa Moreno,Valencia,Ingeniero,682648606,rosa.moreno@outlook.com,29970,1978-06-16,60702,2.84,Divorciado,Universidad
CK41S,24,25,Jesús López,Zaragoza,Programador,680172740,jesús.lópez@gmail.com,22479,1973-12-23,29774,2.5,Viudo,Posgrado
FM3D4,79,81,Miguel Delgado,Terrassa,Profesor,666502420,miguel.delgado@yahoo.es,52088,1999-08-20,92673,9.44,Viudo,Primaria
542S7,37,36,David Vázquez,Vigo,Abogado,618464759,david.vázquez@empresa.com,53232,1980-10-07,59183,9.41,Viudo,Primaria
KC0CA,67,66,Luis Molina,Málaga,Psicólogo,626061212,luis.molina@empresa.com,40387,2000-08-21,30523,6.48,Casado,Universidad
1K90X,74,76,Miguel López,Sabadell,Abogado,694301478,miguel.lópez@outlook.com,40767,1995-10-30,86674,8.76,Divorciado,Secundaria
AIYDN,46,44,Jesús Vázquez,Málaga,Chef,659655940,jesús.vázquez@empresa.com,40362,1974-01-13,82404,4.53,Soltero,Universidad
8YLX9,75,75,Carmen Moreno,Sabadell,Diseñador,612959609,carmen.moreno@gmail.com,45310,1983-10-06,76960,5.15,Viudo,Secundaria
86RWB,78,79,Lucía Serrano,Cartagena,Enfermero,699972730,lucía.serrano@outlook.com,48699,1966-09-15,31856,5.34,Viudo,Primaria
TEN0X,63,65,Francisco Díaz,Vigo,Médico,643335220,francisco.díaz@yahoo.es,44778,1992-05-02,24045,5.06,Viudo,Primaria
J7EZX,79,78,Ángeles López,Palma,Ingeniero,664737408,ángeles.lópez@hotmail.com,51335,1953-01-26,41028,6.23,Divorciado,Universidad
R6Z2P,65,65,Vicente Martínez,Vigo,Enfermero,639535355,vicente.martínez@empresa.com,38679,1991-08-22,10832,3.42,Viudo,Secundaria
VWCEU,55,55,Vicente Sánchez,Terrassa,Psicólogo,674059713,vicente.sánchez@hotmail.com,45793,2004-08-28,90095,7.45,Casado,Posgrado
ASPP2,24,22,Jorge Hernández,Granada,Farmacéutico,626551301,jorge.hernández@yahoo.es,39152,1963-08-03,42095,8.56,Casado,Secundaria
KNOEG,19,19,Jesús Ramírez,Málaga,Deportista,629010470,jesús.ramírez@yahoo.es,38598,1989-06-29,38031,5.76,Casado,Posgrado
827PU,23,22,Lucía Rodríguez,Sabadell,Abogado,669140845,lucía.rodríguez@gmail.com,33764,1963-12-31,93971,4.73,Viudo,Universidad
EBQNV,60,59,Antonio García,Valencia,Ingeniero,688668236,antonio.garcía@empresa.com,50334,1956-06-07,98145,1.98,Divorciado,Universidad
QQT4R,42,41,Luis Díaz,Palma,Mecánico,681435052,luis.díaz@yahoo.es,51986,1983-08-25,99030,5.88,Viudo,Secundaria
J9GV2,73,73,Esperanza Rodríguez,Palma,Mecánico,651055927,esperanza.rodríguez@gmail.com,35495,1973-06-18,19740,3.73,Casado,Universidad
JC4DT,77,78,Josefa Pérez,Sabadell,Mecánico,666227283,josefa.pérez@hotmail.com,37491,2004-09-01,24992,5.04,Casado,Posgrado
86NOB,21,19,María Delgado,Granada,Deportista,619233539,maría.delgado@empresa.com,23474,1993-12-03,60016,6.93,Viudo,Primaria
EOXHL,71,69,Concepción Álvarez,Hospitalet,Mecánico,644398751,concepción.álvarez@outlook.com,46967,1972-09-23,94690,9.23,Soltero,Primaria
VUIT9,50,52,Dolores Delgado,Valladolid,Músico,695179432,dolores.delgado@yahoo.es,42853,1970-05-22,94983,8.65,Casado,Primaria
TH3GN,59,61,Pilar Romero,Cartagena,Artista,672816665,pilar.romero@empresa.com,38106,1990-03-13,75909,1.46,Viudo,Universidad
8OD2M,48,46,Jesús Martín,Valencia,Arquitecto,628841364,jesús.martín@outlook.com,57441,1978-05-01,50423,5.01,Divorciado,Secundaria
PO9PK,71,69,Ángeles Jiménez,Murcia,Músico,698075351,ángeles.jiménez@empresa.com,37703,1969-06-11,95534,4.9,Casado,Universidad
2YD3M,40,41,Ana García,Valencia,Dentista,696282971,ana.garcía@yahoo.es,55075,1954-04-06,50249,9.64,Soltero,Posgrado
0PCA9,49,47,Jesús Torres,Gijón,Psicólogo,697329393,jesús.torres@hotmail.com,45312,1974-01-25,85381,2.87,Soltero,Posgrado
KF5L5,62,63,Laura Blanco,Cartagena,Dentista,679981249,laura.blanco@outlook.com,51675,2003-10-02,52904,9.06,Casado,Posgrado
64KO7,21,23,Pilar Delgado,Coruña,Mecánico,622638336,pilar.delgado@outlook.com,37004,1979-08-10,91236,5.34,Viudo,Posgrado
S8UGH,51,51,Ángel Gómez,Oviedo,Ingeniero,658218491,ángel.gómez@hotmail.com,37672,1956-07-25,20771,7.54,Soltero,Primaria
VS5QL,65,63,José Romero,Palma,Vendedor,636461220,josé.romero@hotmail.com,42657,1979-04-17,47363,5.42,Viudo,Secundaria
4MFG9,35,35,Rafael Moreno,Sevilla,Mecánico,614528222,rafael.moreno@yahoo.es,50521,1951-05-18,16921,2.02,Divorciado,Secundaria
85HRF,23,25,María Delgado,Palma,Chef,616905816,maría.delgado@outlook.com,35922,1970-07-06,13368,3.46,Divorciado,Posgrado
W05XK,37,38,Lucía Gil,Oviedo,Deportista,649358024,lucía.gil@empresa.com,41530,1981-11-25,98382,2.3,Soltero,Primaria
5MR1X,20,21,Francisco Delgado,Oviedo,Farmacéutico,630822737,francisco.delgado@yahoo.es,32036,1991-04-13,38384,7.93,Soltero,Secundaria
TUD4O,63,62,Lucía Díaz,Córdoba,Enfermero,642974122,lucía.díaz@outlook.com,50637,1966-11-07,78735,7.67,Divorciado,Posgrado
MY1GZ,74,76,Ramón Jiménez,Bilbao,Médico,623413144,ramón.jiménez@hotmail.com,43980,1973-01-02,63553,4.88,Divorciado,Secundaria
CMMCU,51,52,Carlos Navarro,Vigo,Electricista,659081926,carlos.navarro@gmail.com,47978,1990-07-20,68940,6.72,Divorciado,Secundaria
OT51S,63,63,Lucía Suárez,Hospitalet,Contador,662912707,lucía.suárez@empresa.com,47596,1971-12-24,42846,9.95,Divorciado,Universidad
VZ1CI,56,58,Daniel Blanco,Granada,Farmacéutico,619474360,daniel.blanco@gmail.com,40150,1993-09-07,37654,1.57,Divorciado,Secundaria
R68RT,26,27,Carlos Suárez,Sabadell,Profesor,615587395,carlos.suárez@hotmail.com,43614,1971-08-23,83993,4.87,Soltero,Primaria
8XAJG,33,33,Carmen Moreno,Granada,Plomero,619811384,carmen.moreno@gmail.com,41644,1977-05-28,16439,1.51,Viudo,Universidad
YCL56,32,32,Ana Hernández,Hospitalet,Artista,613284845,ana.hernández@empresa.com,39525,1965-07-24,79811,9.1,Casado,Posgrado
W19G2,20,18,Pedro Morales,Murcia,Veterinario,633756965,pedro.morales@empresa.com,32592,1999-03-14,98239,8.86,Divorciado,Posgrado
AMT0A,22,20,Laura Molina,Bilbao,Arquitecto,622224768,laura.molina@empresa.com,20800,1961-05-03,97761,7.62,Viudo,Posgrado
LEFMG,38,39,Ana Ramírez,Granada,Chef,619585632,ana.ramírez@empresa.com,57314,1954-08-22,19411,8.18,Casado,Posgrado
9AMD4,22,21,Teresa Romero,Coruña,Secretario,672307219,teresa.romero@yahoo.es,35822,1981-04-29,36480,1.82,Casado,Posgrado
L1XMM,77,75,Jesús Gil,Málaga,Mecánico,693607405,jesús.gil@hotmail.com,38847,1956-06-05,36954,1.58,Casado,Secundaria
YKRL8,28,26,David Molina,Cartagena,Conductor,628424437,david.molina@gmail.com,42713,1958-03-02,23176,5.68,Viudo,Universidad
I8M85,21,20,Esperanza Jiménez,Sabadell,Conductor,638542816,esperanza.jiménez@gmail.com,30824,1982-09-18,80966,2.41,Soltero,Primaria
WGALK,36,37,Daniel Delgado,Sevilla,Arquitecto,664850866,daniel.delgado@outlook.com,49318,1983-08-27,90373,8.45,Casado,Secundaria
FYW88,42,43,Pedro Torres,Palma,Chef,687035761,pedro.torres@outlook.com,56176,2000-03-24,44923,3.32,Soltero,Secundaria
WSFKC,48,48,Vicente Suárez,Hospitalet,Deportista,643618972,vicente.suárez@empresa.com,53985,1979-10-23,19673,6.83,Divorciado,Primaria
AM3GK,79,79,Vicente Ramírez,Alicante,Arquitecto,622142675,vicente.ramírez@gmail.com,52492,1973-12-02,15524,8.11,Soltero,Universidad
J5D0K,60,59,Antonio Torres,Córdoba,Psicólogo,662049182,antonio.torres@yahoo.es,44065,2000-01-22,93413,8.34,Viudo,Universidad
5BIQK,35,36,Francisca Romero,Vitoria,Músico,670375847,francisca.romero@gmail.com,41571,1970-11-21,46301,1.13,Viudo,Universidad
ZMEYC,77,77,Pedro Fernández,Alicante,Programador,653824884,pedro.fernández@yahoo.es,46008,1952-03-20,14002,1.38,Casado,Posgrado
NQSKS,31,30,Francisco Domínguez,Oviedo,Electricista,660343161,francisco.domínguez@empresa.com,33394,1975-09-06,90646,9.77,Soltero,Secundaria
9QU6W,65,64,María Navarro,Sevilla,Psicólogo,668933565,maría.navarro@hotmail.com,49544,1986-12-03,69224,2.11,Soltero,Universidad
EJQKI,69,67,Dolores Pérez,Sabadell,Abogado,658038517,dolores.pérez@empresa.com,41496,1975-02-01,91515,2.18,Divorciado,Secundaria
623UP,79,78,Mercedes Domínguez,Gijón,Enfermero,651415694,mercedes.domínguez@empresa.com,39524,1980-12-30,69924,4.65,Soltero,Universidad
GHBNN,63,64,Manuel Moreno,Coruña,Conductor,695763115,manuel.moreno@gmail.com,53385,1989-07-28,12233,8.0,Viudo,Universidad
X9SRE,57,59,María Delgado,Oviedo,Arquitecto,631763673,maría.delgado@yahoo.es,43068,1968-04-22,89707,9.21,Viudo,Posgrado
S0GQP,56,57,Daniel Rodríguez,Vitoria,Programador,610437100,daniel.rodríguez@empresa.com,54014,1999-01-07,71893,4.63,Viudo,Universidad
BQNUL,22,22,Laura González,Barcelona,Psicólogo,670733713,laura.gonzález@empresa.com,36963,1954-02-16,21506,2.46,Soltero,Posgrado
H39WY,73,71,Luis Rodríguez,Elche,Arquitecto,618355368,luis.rodríguez@gmail.com,40180,1992-05-02,50097,2.95,Casado,Posgrado
IU70Z,65,64,Lucía Ruiz,Vigo,Psicólogo,634708309,lucía.ruiz@gmail.com,40579,1990-04-15,93070,8.0,Soltero,Posgrado
YFCGR,19,21,Antonio Navarro,Córdoba,Diseñador,656324024,antonio.navarro@gmail.com,23973,1963-12-02,10022,8.0,Casado,Universidad
HFE9E,71,72,Jesús García,Palma,Artista,656572567,jesús.garcía@outlook.com,38886,1981-09-20,25626,5.55,Soltero,Posgrado
7TKWL,31,33,José Fernández,Córdoba,Plomero,678830667,josé.fernández@empresa.com,42162,1953-02-21,67242,2.19,Divorciado,Posgrado
PQZ1S,35,37,Ángel Rodríguez,Vitoria,Chef,665509497,ángel.rodríguez@yahoo.es,51943,1975-06-09,46167,3.49,Soltero,Primaria
51DNH,27,27,Isabel Martín,Málaga,Secretario,623727416,isabel.martín@hotmail.com,49811,1968-07-24,25898,2.28,Viudo,Universidad
XLR0R,35,37,Daniel Domínguez,Sabadell,Mecánico,676640859,daniel.domínguez@gmail.com,42619,1990-12-07,62867,4.75,Casado,Posgrado
4MEI9,67,69,Mercedes Gómez,Hospitalet,Farmacéutico,640191077,mercedes.gómez@outlook.com,51401,1956-07-26,14239,8.97,Viudo,Universidad
BIMB9,79,77,Antonia Gómez,Málaga,Farmacéutico,627088360,antonia.gómez@empresa.com,49655,1986-10-12,96336,5.25,Divorciado,Posgrado
E2VWT,45,44,Daniel Sánchez,Coruña,Psicólogo,647322567,daniel.sánchez@outlook.com,47781,1962-10-18,60172,3.8,Divorciado,Posgrado
CDP9K,75,77,Fernando Delgado,Sabadell,Secretario,624375943,fernando.delgado@empresa.com,44790,1991-06-03,63387,6.7,Soltero,Universidad
JXI2J,70,68,María Jiménez,Jerez,Médico,661897495,maría.jiménez@hotmail.com,43888,2001-05-14,88837,4.22,Casado,Secundaria
JZWJD,70,71,Manuel López,Hospitalet,Diseñador,616222075,manuel.lópez@empresa.com,54828,2001-10-29,10910,4.09,Viudo,Secundaria
012MO,73,75,Carmen Romero,Barcelona,Abogado,624029084,carmen.romero@yahoo.es,42860,1993-10-07,10524,1.59,Viudo,Secundaria
KEBB1,60,59,Pilar Alonso,Hospitalet,Periodista,688313093,pilar.alonso@empresa.com,38057,1988-12-20,74442,3.81,Soltero,Secundaria
3GL5V,60,62,Concepción Fernández,Valencia,Deportista,641102514,concepción.fernández@yahoo.es,41441,1968-03-19,91525,6.04,Viudo,Universidad
B9MRY,32,34,Josefa Vázquez,Elche,Secretario,635547716,josefa.vázquez@gmail.com,46449,1962-11-22,76949,5.69,Viudo,Primaria
GR2J2,32,31,José Blanco,Vigo,Deportista,629127154,josé.blanco@gmail.com,31974,1982-02-23,82954,8.33,Soltero,Posgrado
XX5UR,39,39,Francisca Serrano,Vigo,Programador,676020886,francisca.serrano@outlook.com,41616,1998-01-18,35611,5.02,Casado,Posgrado
KSS74,46,47,Isabel Martín,Hospitalet,Secretario,618245141,isabel.martín@gmail.com,41287,2005-03-25,86468,9.77,Viudo,Universidad
8T2E9,27,29,Fernando Ortega,Elche,Periodista,622530020,fernando.ortega@empresa.com,45133,1956-03-26,15481,6.32,Viudo,Posgrado
BF0PQ,74,72,Jesús Jiménez,Elche,Enfermero,667614212,jesús.jiménez@empresa.com,49255,1970-06-09,54708,1.12,Soltero,Posgrado
0HHFY,39,39,Carmen Rodríguez,Valladolid,Diseñador,674391231,carmen.rodríguez@gmail.com,43688,1952-01-04,73823,1.87,Viudo,Secundaria
90ZGW,62,64,Ángeles Pérez,Alicante,Abogado,696730377,ángeles.pérez@hotmail.com,40448,1982-05-15,17785,7.65,Casado,Posgrado
APQU7,64,63,Esperanza Delgado,Terrassa,Abogado,640818858,esperanza.delgado@empresa.com,41282,1958-04-20,90113,6.27,Viudo,Universidad
3FICU,24,26,Pilar Torres,Vitoria,Enfermero,615380982,pilar.torres@gmail.com,24239,1969-12-23,23958,6.54,Divorciado,Secundaria
J0GYR,27,29,Ángeles López,Coruña,Artista,621137779,ángeles.lópez@gmail.com,42995,1988-01-22,62215,2.8,Soltero,Universidad
HWBA5,67,68,David Fernández,Vitoria,Músico,637605871,david.fernández@empresa.com,37729,1990-06-14,97094,3.16,Divorciado,Posgrado
2Y5E7,27,29,Esperanza Pérez,Oviedo,Ingeniero,614194373,esperanza.pérez@gmail.com,38218,1952-02-20,95190,2.8,Casado,Primaria
